ParentKey,LineNum,SonNumber,FormColumnAlias,FormColumnDescription
ParentKey,LineNum,SonNumber,FormColumnAlias,FormColumnDescription
FTAPICONFIG,0,0,Code,Code
FTAPICONFIG,0,0,Name,Name
FTAPICONFIG,0,0,U_Value,U_Value
